ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
3845141,12,55,,,F,Midlands,East,Silver,1000,8,0,0
3845850,7,58,33,D,,Midlands,Midlands,Gold,6105.32,8,0,0
3847624,8,76,15,B,,South West,S West,Silver,3000,3,0,0
3848337,,45,18,C,F,North,Yorkshire,Silver,3000.01,8,0,0
3849449,8,53,17,C,U,North,N West,Silver,1600.01,9,0,0
3850080,5,66,1,A,,Midlands,Midlands,Silver,3000,14,0,0
3851079,5,51,38,E,M,South East,S & S East,Tin,0.01,10,0,0
3851397,,64,37,E,F,Midlands,East,Silver,360,10,0,0
3851788,10,66,27,D,F,South East,London,Silver,4000,2,0,0
3851850,2,75,23,C,U,Scottish,N Scot,Gold,7000,7,0,0
3851990,5,68,37,E,M,Midlands,Midlands,Gold,6000,31,0,0
3852199,10,63,52,F,F,North,N East,Silver,100.01,8,0,0
3852784,9,30,47,F,F,Midlands,East,Silver,4800,1,1,1
3853284,6,52,1,A,F,Midlands,Midlands,Tin,0.01,11,0,0
3853535,,53,25,C,F,Scottish,C Scotland,Silver,5000,2,0,0
3853918,10,29,48,F,M,South East,London,Tin,0.01,5,0,0
3854620,5,72,10,B,M,North,Yorkshire,Silver,1000,11,0,0
3855341,6,56,35,D,F,Midlands,Wales & West,Silver,1500,9,0,0
3855600,12,45,12,B,F,South East,London,Tin,0.01,5,0,0
3856852,9,38,52,F,F,South East,London,Tin,0.01,5,1,1
3857158,6,66,4,A,,Midlands,Midlands,Silver,3000,4,0,0
3857360,4,30,52,F,,South East,London,Silver,2830,6,0,0
3857778,10,53,,,F,Midlands,Ulster,Silver,3200,8,0,0
3858669,10,57,33,D,F,Midlands,Midlands,Silver,2000,5,0,0
3859088,7,41,17,C,F,South East,London,Tin,0.01,9,0,0
3859916,13,37,8,B,F,North,N East,Gold,6000,1,0,0
3860027,10,71,6,B,M,South East,S & S East,Gold,11000,9,0,0
3860132,7,62,27,D,M,Scottish,Border,Platinum,20498.14,3,0,0
3860507,12,33,5,B,M,South East,London,Silver,780,4,1,2
3861279,16,57,6,B,F,South East,S & S East,Silver,5000,5,1,1
3861368,6,48,27,D,F,South East,London,Tin,0.01,8,0,0
3861821,8,39,28,D,,South East,S & S East,Tin,0.01,7,1,1
3863581,8,48,38,E,F,South East,London,Tin,0.01,9,0,0
3863824,7,37,19,C,F,South East,S & S East,Silver,2000,1,0,0
3864111,8,43,28,D,M,Midlands,East,Tin,0.01,7,0,0
3864251,5,47,28,D,F,Midlands,East,Tin,0.01,,0,0
3864596,7,62,14,B,M,South East,London,Silver,508.87,12,0,0
3865320,13,59,27,D,F,Midlands,Midlands,Gold,6000,5,0,0
3865673,12,60,13,B,M,South East,S & S East,Silver,1000,7,0,0
3865800,,58,19,C,F,Midlands,Midlands,Gold,6000,2,0,0
3868214,13,79,52,F,F,Midlands,East,Tin,0.01,9,1,1
3868362,7,68,27,D,M,North,N West,Tin,0.01,8,0,0
3868478,9,51,45,E,M,Midlands,East,Gold,6000,4,0,0
3868699,12,35,27,D,M,Midlands,Midlands,Silver,3000,1,0,0
3868885,8,,38,E,F,Midlands,Midlands,Tin,0.01,5,1,1
3869148,9,48,15,B,F,Midlands,East,Gold,12000,3,1,2
3869490,5,49,44,E,M,North,N East,Tin,0.01,4,0,0
3869628,13,58,51,F,F,Midlands,Wales & West,Tin,0.01,5,0,0
3870111,10,47,4,A,M,South East,London,Silver,50.01,8,0,0
3870715,13,60,8,B,,South East,London,Tin,0.01,6,0,0
3871029,5,51,38,E,U,Midlands,Midlands,Tin,0.01,7,0,0
3871215,7,,23,C,F,Scottish,C Scotland,Gold,6000,2,0,0
3871282,11,76,8,B,F,South East,London,Silver,615.46,5,0,0
3871355,6,77,14,B,F,Midlands,Wales & West,Gold,6000,2,0,0
3871932,8,52,52,F,F,South West,S West,Tin,0.01,,0,0
3872009,4,73,6,B,,North,N West,Gold,6000,9,0,0
3872343,7,39,22,C,M,Midlands,Midlands,Tin,0.01,5,0,0
3872874,8,34,3,A,U,South East,London,Gold,7000,1,0,0
3873463,9,49,25,C,F,Midlands,Wales & West,Tin,0.01,9,0,0
3873560,2,60,6,B,M,Midlands,Wales & West,Tin,0.01,4,0,0
3874389,2,72,24,C,F,Midlands,East,Gold,9600,28,0,0
3874494,10,64,8,B,F,South East,London,Silver,100,1,1,1
3874729,,37,14,B,M,North,N West,Silver,1000,5,0,0
3874796,13,34,33,D,F,Midlands,Wales & West,Silver,384,16,1,1
3875717,6,,31,D,F,Midlands,Midlands,Tin,0.01,8,0,0
3876071,3,43,44,E,F,Midlands,Midlands,Tin,0.01,5,0,0
3876624,,65,20,C,F,South East,London,Gold,6000,2,0,0
3876772,10,31,31,D,F,Scottish,C Scotland,Tin,0.01,8,1,1
3877205,10,,6,B,F,South West,S West,Gold,6000,1,0,0
3877558,10,62,24,C,M,North,Yorkshire,Silver,2000,5,0,0
3877620,6,59,23,C,,Scottish,C Scotland,Silver,300,8,0,0
3877744,8,39,27,D,M,Midlands,Wales & West,Silver,40,4,1,1
3878619,7,60,8,B,,North,N West,Tin,0.01,7,1,1
3879097,8,41,52,F,F,Midlands,East,Silver,420,1,1,1
3879623,5,64,20,C,F,South East,London,Silver,5000,6,0,0
3880893,8,38,35,D,,North,Yorkshire,Silver,3000,5,0,0
3881407,8,39,53,F,,Midlands,Wales & West,Silver,1049.42,4,0,0
3882020,8,44,27,D,F,Midlands,Midlands,Tin,0.01,5,1,1
3882098,15,61,37,E,F,Midlands,Midlands,Gold,12500,8,1,1
3882608,14,61,12,B,F,North,N West,Gold,14000,16,1,1
3883191,9,52,52,F,U,Midlands,Midlands,Tin,0.01,9,0,0
3885267,8,58,17,C,,Scottish,C Scotland,Gold,6000,3,0,0
3885372,5,65,7,B,,South East,London,Silver,2000,6,0,0
3885542,11,36,4,A,F,South East,London,Silver,420,1,1,1
3889203,8,39,38,E,F,North,N West,Silver,720,1,1,1
3889726,12,69,4,A,F,South East,London,Silver,4000,5,0,0
3890244,5,64,10,B,F,South East,London,Silver,420,5,0,0
3891925,7,40,44,E,M,Midlands,East,Tin,0.01,5,0,0
3895122,4,54,47,F,F,Midlands,Midlands,Tin,0.01,5,0,0
3896633,10,60,24,C,M,South West,S West,Gold,6000,1,1,1
3896765,7,52,48,F,U,Midlands,Wales & West,Tin,0.01,10,0,0
3897338,9,45,,,F,South East,London,Tin,0.01,9,0,0
3898342,4,75,3,A,M,South East,London,Tin,0.01,8,0,0
3899012,,63,32,D,F,North,N West,Silver,1202.59,30,0,0
3899675,5,45,9,B,U,South East,London,Silver,600,11,0,0
3899837,12,,35,D,F,Midlands,Midlands,Tin,0.01,4,1,1
3900703,7,79,25,C,F,North,N East,Gold,11000,21,0,0
3900827,13,61,37,E,F,North,Yorkshire,Tin,0.01,16,0,0
3901181,7,74,6,B,,South East,S & S East,Gold,8500,8,0,0
3901661,,59,50,F,M,,,Silver,1000,5,0,0
3902722,6,78,6,B,F,South East,S & S East,Gold,16000,4,0,0
3902838,6,57,25,C,M,Midlands,Midlands,Silver,1000,5,0,0
3903370,8,60,8,B,M,Midlands,Midlands,Tin,0.01,8,0,0
3903680,9,35,12,B,U,Midlands,East,Tin,0.01,5,0,0
3903958,9,60,25,C,M,South East,S & S East,Gold,6000,1,0,0
3904016,5,45,22,C,F,North,N East,Tin,0.01,5,0,0
3904512,6,56,27,D,,South East,London,Gold,6000,4,0,0
3904881,7,60,28,D,M,North,Yorkshire,Gold,18000,2,0,0
3905446,,,38,E,F,North,N East,Silver,50,8,0,0
3905667,10,50,,,F,Midlands,Ulster,Silver,500,9,1,1
3906418,6,66,44,E,M,South East,London,Gold,20000,4,0,0
3906477,5,56,22,C,F,North,N West,Tin,0.01,8,0,0
3906752,14,51,10,B,F,South East,London,Tin,0.01,7,0,0
3906876,7,59,52,F,F,Midlands,East,Tin,0.01,5,0,0
3907619,6,31,25,C,F,Scottish,C Scotland,Gold,6000,5,1,1
3908003,9,65,16,C,F,South East,London,Silver,1000,9,0,0
3908151,7,67,41,E,F,Midlands,Midlands,Gold,6000,2,0,0
3908755,2,37,52,F,F,South East,London,Silver,3000,4,1,1
3909050,12,,5,B,F,South East,S & S East,Silver,2400,1,0,0
3909190,6,40,47,F,F,North,N West,Tin,0.01,4,0,0
3909522,6,43,7,B,F,South East,London,Silver,600,5,0,0
3910040,7,45,31,D,F,Scottish,C Scotland,Tin,0.01,5,0,0
3910415,10,54,16,C,,North,N West,Silver,3000,1,0,0
3910571,9,45,10,B,M,South East,London,Tin,0.01,8,0,0
3912094,11,49,52,F,F,Midlands,East,Tin,0.01,9,1,2
3912280,8,70,2,A,U,South East,S & S East,Gold,6000,1,0,0
3912515,8,69,35,D,F,Midlands,Midlands,Silver,2000,9,0,0
3912957,,,,,M,Midlands,Ulster,Silver,2000,1,0,0
3913252,4,68,45,E,F,Midlands,Wales & West,Gold,11000,2,0,0
3913317,12,70,23,C,M,Midlands,East,Silver,3000,12,0,0
3913724,11,48,28,D,M,South East,London,Tin,0.01,4,0,0
3914127,8,56,48,F,F,South East,London,Silver,530,10,0,0
3915379,10,50,8,B,M,Midlands,Wales & West,Silver,420,9,0,0
3915565,10,65,52,F,M,North,Yorkshire,Silver,5000,5,0,0
3915808,7,35,38,E,U,Midlands,Midlands,Silver,0.02,10,0,0
3915867,7,38,5,B,F,Midlands,Midlands,Gold,6000,1,0,0
3916448,7,71,8,B,M,South East,London,Gold,9000,2,0,0
3916731,6,57,3,A,M,South East,London,Gold,5281.24,1,0,0
3917428,8,53,14,B,F,South East,London,Silver,3000,3,0,0
3918068,7,53,1,A,F,South East,London,Tin,0.01,5,0,0
3918408,10,41,53,F,,Midlands,East,Tin,0.01,5,1,1
3918939,5,51,27,D,M,North,Yorkshire,Platinum,20569.19,3,0,0
3920569,9,73,50,F,F,Midlands,Midlands,Platinum,20740.07,3,0,0
3921123,14,54,37,E,F,South East,London,Gold,6107.64,6,1,1
3921913,5,72,16,C,F,Midlands,Midlands,Silver,4000,5,0,0
3922650,8,48,27,D,M,Midlands,East,Silver,50.01,10,0,0
3923150,12,60,28,D,M,North,N West,Gold,12699.5,19,0,0
3923959,6,63,18,C,F,North,N East,Tin,0.01,5,1,1
3925897,5,31,21,C,M,South East,London,Gold,6000,1,0,0
3926516,9,78,23,C,M,North,Yorkshire,Silver,600,8,0,0
3926605,4,55,24,C,U,Midlands,Wales & West,Tin,0.01,11,0,0
3927318,6,52,24,C,,South East,London,Tin,0.01,7,0,0
3928284,9,76,41,E,F,Midlands,Midlands,Silver,2000,12,0,0
3928764,14,42,24,C,F,Midlands,Midlands,Tin,0.01,9,0,0
3930459,5,52,34,D,F,Midlands,East,Tin,0.01,5,0,0
3932354,3,57,4,A,,North,Yorkshire,Silver,2500,28,0,0
3932680,8,22,34,D,F,North,N East,Silver,1000,1,1,1
3933350,11,43,33,D,F,Midlands,Midlands,Gold,12000,7,1,1
3933423,9,45,24,C,,South East,S & S East,Tin,0.01,8,0,0
3933555,6,52,52,F,F,North,N West,Gold,12105.32,,0,0
3933962,4,72,51,F,F,,,Silver,4000,1,0,0
3934888,6,73,14,B,F,South East,London,Gold,12000,4,0,0
3935329,9,75,52,F,F,Midlands,Wales & West,Gold,9469.06,7,1,1
3935671,12,74,8,B,F,Scottish,C Scotland,Silver,720,9,1,1
3936007,,44,24,C,,Midlands,Midlands,Tin,0.01,8,0,0
3936511,8,58,35,D,F,North,Yorkshire,Tin,0.01,8,0,0
3938999,14,48,38,E,F,Midlands,East,Tin,0.01,5,0,0
3939804,9,,4,A,F,South East,London,Tin,0.01,5,0,0
3940519,9,50,12,B,F,South East,London,Gold,13200,9,0,0
3942155,8,57,54,F,M,South West,S West,Tin,0.01,11,0,0
3943623,2,79,24,C,F,Midlands,East,Silver,3000,2,0,0
3945979,5,75,23,C,,Midlands,Wales & West,Platinum,30235.99,11,0,0
3946959,18,,12,B,F,South East,London,Tin,0.01,5,1,1
3948072,5,59,22,C,F,South East,London,Silver,4000,4,0,0
3950107,8,34,12,B,F,Midlands,Midlands,Silver,3000,5,1,1
3954110,7,52,25,C,M,North,N West,Tin,0.01,5,0,0
3955133,11,74,52,F,F,Scottish,C Scotland,Silver,3800,11,0,0
3955303,9,71,23,C,F,Midlands,East,Platinum,28334.31,7,0,0
3956601,13,38,48,F,F,South East,London,Tin,0.01,4,1,1
3956997,12,,4,A,U,Midlands,East,Silver,4000,5,1,1
3957195,6,75,28,D,,South East,London,Silver,1000,12,0,0
3958051,6,40,52,F,F,North,N West,Tin,0.01,5,0,0
3958515,15,50,35,D,F,North,Yorkshire,Tin,0.01,9,0,0
3960463,7,46,,,F,Midlands,Wales & West,Platinum,26448.99,3,0,0
3961915,8,35,53,F,F,Midlands,Midlands,Silver,0.02,4,0,0
3963276,19,54,17,C,F,Scottish,C Scotland,Silver,600,1,0,0
3964825,10,43,28,D,F,Midlands,Wales & West,Silver,720,11,0,0
3965910,5,51,22,C,M,South East,S & S East,Tin,0.01,5,0,0
3966712,11,50,53,F,F,Midlands,Midlands,Tin,0.01,1,0,0
3967565,16,65,30,D,M,Midlands,East,Gold,7720,5,1,1
3967948,6,68,8,B,,Midlands,East,Platinum,32053.35,7,0,0
3969754,8,74,44,E,U,South East,S & S East,Silver,1000,32,0,0
3969983,6,63,12,B,F,Midlands,Midlands,Gold,5100,8,0,0
3970116,13,57,2,A,F,South East,S & S East,Silver,960,6,0,0
3970639,5,70,14,B,F,South East,S & S East,Gold,6000,6,0,0
3970965,6,32,18,C,U,South East,London,Tin,0.01,5,0,0
3971244,16,65,37,E,M,Midlands,Midlands,Silver,2500,6,1,1
3971554,6,65,35,D,F,North,N West,Gold,6000,2,0,0
3972038,6,46,44,E,,South East,London,Silver,1500,9,0,0
3978257,10,71,12,B,M,South East,S & S East,Silver,4290.46,5,0,0
3978524,5,41,26,C,F,South East,London,Tin,0.01,8,1,1
3979695,6,,34,D,F,North,N West,Silver,1000,1,1,1
3980308,,72,52,F,M,South East,London,Silver,3000,19,0,0
3981126,10,49,50,F,M,Midlands,Midlands,Tin,0.01,4,0,0
3983153,7,64,14,B,F,South East,S & S East,Gold,6000.01,20,0,0
3983374,5,55,33,D,M,North,Yorkshire,Tin,0.01,10,0,0
3984710,10,41,18,C,F,South East,London,Silver,1000,5,0,0
3985369,18,74,18,C,F,South East,London,Tin,0.01,8,1,1
3986594,13,53,18,C,,Midlands,Midlands,Silver,2000,8,0,0
3986713,7,43,33,D,U,South East,London,Gold,6000,2,0,0
3987752,10,43,51,F,F,Midlands,Wales & West,Tin,0.01,8,0,0
3988449,10,55,30,D,M,Midlands,Midlands,Tin,0.01,10,0,0
3990699,12,30,55,U,F,North,Yorkshire,Silver,2400,5,0,0
3991326,13,51,5,B,F,Midlands,Wales & West,Tin,0.01,8,1,2
3992225,11,47,52,F,F,South East,London,Tin,0.01,9,1,1
3993418,14,64,27,D,F,Scottish,C Scotland,Gold,6000,1,0,0
3996034,12,48,31,D,U,South East,London,Silver,500,10,0,0
3998142,2,60,41,E,M,South East,S & S East,Silver,1500,5,0,0
3998797,9,58,22,C,M,South East,London,Silver,500,2,0,0
3999750,9,48,14,B,M,North,N West,Silver,215,3,1,1
4000994,4,68,19,C,U,Midlands,East,Platinum,22107.64,10,0,0
4002334,8,42,21,C,F,South East,London,Silver,300,10,1,1
4003950,7,72,18,C,F,South East,London,Gold,15000,17,0,0
4007018,6,34,54,F,M,Midlands,East,Silver,300,2,0,0
4009428,5,,25,C,M,North,N East,Silver,3500,8,0,0
4010809,7,49,34,D,M,South East,S & S East,Tin,0.01,4,0,0
4014057,5,39,47,F,F,Midlands,Midlands,Silver,300,2,1,1
4015274,17,52,19,C,F,Midlands,East,Tin,0.01,4,1,2
4015797,11,53,8,B,F,South East,S & S East,Silver,1080,8,0,0
4022092,9,60,8,B,M,South East,London,Tin,0.01,5,0,0
4027507,6,36,41,E,M,South East,London,Tin,0.01,8,1,1
4028058,10,35,47,F,U,Scottish,C Scotland,Silver,2625.01,5,0,0
4029895,14,55,17,C,U,Scottish,Border,Silver,1000,5,0,0
4031938,10,,16,C,F,North,N East,Tin,0.01,13,0,0
4032136,8,46,52,F,M,Midlands,Wales & West,Tin,0.01,7,0,0
4033256,15,56,24,C,M,South East,S & S East,Gold,6000,6,0,0
4034139,8,48,17,C,M,North,N West,Tin,0.01,2,0,0
4034902,7,39,32,D,M,North,N West,Tin,0.01,5,0,0
4035186,10,74,51,F,,South East,London,Silver,1000,2,0,0
4036719,8,52,17,C,M,South East,S & S East,Tin,0.01,8,0,0
4038371,14,63,20,C,F,Midlands,Wales & West,Platinum,20050,4,0,0
4043898,9,76,44,E,F,North,Yorkshire,Gold,6053.35,6,0,0
4045467,8,54,6,B,F,North,Yorkshire,Silver,4000,11,0,0
4047702,11,49,32,D,M,Midlands,Midlands,Silver,4000,2,1,1
4048482,12,62,10,B,U,North,N East,Tin,0.01,8,0,0
4048873,4,53,16,C,F,South East,London,Silver,3000,29,0,0
4051661,11,74,36,E,U,South East,London,Platinum,63053.35,13,0,0
4052153,9,43,51,F,,,,Tin,0.01,8,0,0
4052811,13,68,28,D,F,Midlands,Wales & West,Gold,6000,4,1,1
4053362,6,56,17,C,,Midlands,East,Silver,1000,5,0,0
4055276,7,41,47,F,M,North,N East,Silver,3500,1,1,1
4055497,4,61,22,C,M,South East,London,Silver,500,12,0,0
4056361,6,74,28,D,F,North,N West,Gold,10500,8,0,0
4057635,9,63,42,E,M,South East,London,Platinum,22652.89,14,0,0
4058739,24,27,52,F,F,South East,London,Gold,6050,1,1,2
4059506,16,75,30,D,F,South West,S West,Silver,1090.95,12,0,0
4061128,10,36,27,D,F,South East,London,Tin,0.01,8,1,1
4061896,7,44,25,C,F,Midlands,Midlands,Silver,1628.21,7,1,1
4062655,7,60,51,F,F,South East,S & S East,Silver,3000,28,1,1
4062833,6,76,14,B,M,Scottish,C Scotland,Gold,6400,30,0,0
4063325,10,44,35,D,M,Midlands,East,Silver,420,1,0,0
4063929,6,50,38,E,M,Midlands,Wales & West,Tin,0.01,10,0,0
4065182,12,60,34,D,M,North,N East,Silver,3000,5,0,0
4065344,9,75,35,D,M,North,Yorkshire,Silver,2000.01,20,0,0
4070097,10,39,17,C,F,Scottish,C Scotland,Gold,8500,1,1,1
4071190,15,34,,,F,South East,London,Silver,10,6,1,1
4072065,14,29,40,E,F,South East,London,Tin,0.01,7,1,1
4073037,,75,12,B,F,Midlands,Midlands,Gold,10000,4,0,0
4073606,10,47,39,E,F,Midlands,Midlands,Tin,0.01,5,0,0
4073967,14,45,5,B,,South East,London,Gold,12000,8,0,0
4074645,8,45,47,F,F,Scottish,Border,Gold,6000.01,9,0,0
4075196,14,37,31,D,F,South East,London,Tin,0.01,,1,3
4078136,9,52,13,B,M,North,Yorkshire,Silver,4175,4,0,0
4078268,10,39,35,D,M,Midlands,Midlands,Tin,0.01,5,1,1
4079817,10,27,50,F,,Midlands,Wales & West,Tin,0.01,5,0,0
4080505,21,39,25,C,F,South East,London,Gold,11250,8,1,3
4080742,11,64,3,A,F,Midlands,East,Tin,0.01,9,1,1
4082001,10,33,28,D,M,Midlands,Wales & West,Silver,26,10,1,1
4082109,,56,1,A,,North,N West,Silver,1000,14,0,0
4083512,4,71,24,C,F,Midlands,Midlands,Silver,5000,3,0,0
4087380,4,63,10,B,F,South East,London,Silver,1800,10,1,1
4091051,7,47,,,F,Midlands,Wales & West,Gold,12000,2,0,0
4093860,6,55,45,E,F,North,N West,Silver,500,8,0,0
4094387,13,54,27,D,F,South East,London,Silver,2000,2,1,1
4095138,9,,28,D,F,Midlands,Midlands,Gold,6000,1,0,0
4098625,12,71,11,B,,,,Gold,18000,3,0,0
4099230,9,32,9,B,M,South East,London,Tin,0.01,4,1,1
4100107,9,50,33,D,M,South East,London,Silver,4449.75,1,0,0
4100425,9,34,34,D,M,Midlands,Midlands,Tin,0.01,4,0,0
4101480,8,66,46,F,M,South West,S West,Silver,1500,8,0,0
4102924,11,70,52,F,,South East,London,Gold,13000,2,0,0
4103556,21,39,,,F,North,Yorkshire,Tin,0.01,5,1,1
4104501,12,66,25,C,M,Midlands,Wales & West,Silver,100,1,1,1
4105710,6,64,23,C,M,North,N West,Gold,6000,1,0,0
4105990,20,37,13,B,F,Midlands,Midlands,Gold,7000,6,1,3
4106792,11,36,38,E,F,Midlands,Midlands,Tin,0.01,4,1,1
4108418,11,63,3,A,F,Scottish,N Scot,Silver,4000,3,0,0
4109171,6,59,24,C,M,Midlands,Midlands,Gold,6053.35,5,0,0
4109724,8,39,14,B,F,South East,London,Silver,500,2,1,2
4110811,16,62,52,F,,Midlands,Midlands,Silver,3000,16,1,1
4111095,6,47,48,F,M,South East,London,Tin,0.01,9,0,0
4113462,12,61,52,F,F,North,N West,Platinum,22800.01,13,0,0
4113632,5,48,20,C,M,South East,London,Gold,6000,5,0,0
4114329,9,44,17,C,F,Midlands,Midlands,Gold,5173.73,11,0,0
4118243,12,54,14,B,,South East,London,Gold,6000,8,0,0
4118898,10,64,34,D,F,Midlands,East,Gold,19597.32,5,0,0
4119665,12,45,31,D,F,Midlands,Midlands,Tin,0.01,,0,0
4119894,8,58,2,A,M,Scottish,N Scot,Gold,7500,5,0,0
4120132,12,69,3,A,M,South East,London,Gold,12000,8,0,0
4120655,5,32,23,C,F,South East,S & S East,Tin,0.01,5,1,1
4121058,18,34,7,B,F,South East,London,Tin,0.01,8,1,2
4122011,6,48,22,C,F,South East,S & S East,Silver,4000,6,0,0
4123581,7,35,,,F,South East,S & S East,Tin,0.01,5,0,0
4123891,9,72,22,C,F,South East,S & S East,Silver,5000,5,1,1
4126106,7,59,18,C,M,South East,S & S East,Tin,0.01,9,0,0
4127293,5,76,52,F,M,Midlands,Midlands,Platinum,56078.38,26,0,0
4128419,4,51,28,D,,South East,London,Tin,0.01,7,1,1
4128869,4,,6,B,,South East,London,Platinum,24053.35,9,1,1
4130928,5,50,18,C,,South East,S & S East,Gold,6000,3,0,0
4131347,4,56,25,C,U,Midlands,Midlands,Platinum,20538,3,0,0
4132483,8,55,10,B,F,South East,London,Gold,6053.35,5,0,0
4132688,8,70,35,D,M,North,N East,Gold,12000,2,0,0
4136799,11,60,45,E,F,South West,S West,Gold,9000,4,0,0
4137531,11,62,4,A,F,South East,London,Platinum,35465.2,25,0,0
4138015,10,46,14,B,M,Midlands,Midlands,Silver,5000,4,0,0
4138260,11,33,21,C,F,South East,London,Tin,0.01,4,0,0
4139240,12,42,44,E,M,Midlands,Midlands,Silver,3000,1,0,0
4139666,7,,12,B,F,South East,London,Tin,0.01,5,1,2
4140222,9,46,51,F,M,South West,S West,Silver,0.02,5,0,0
4142012,16,56,35,D,M,Midlands,Midlands,Silver,1000,7,0,0
4142225,6,35,22,C,F,South East,London,Silver,1015,3,1,1
4144317,18,49,20,C,M,Midlands,Midlands,Silver,3000,4,0,0
4145089,,58,10,B,F,South East,London,Silver,2500,7,0,0
4147030,8,46,37,E,F,South East,London,Tin,0.01,8,0,0
4148509,10,52,23,C,,Midlands,Wales & West,Silver,2000,3,0,0
4151097,11,34,41,E,F,Scottish,N Scot,Tin,0.01,8,1,1
4154479,14,,13,B,F,South East,S & S East,Silver,1200,8,1,1
4154789,10,33,49,F,F,South East,S & S East,Silver,3.32,5,0,0
4156714,6,45,28,D,F,Midlands,Midlands,Gold,6000,2,0,0
4158385,3,66,16,C,U,Midlands,East,Gold,6000,2,0,0
4159055,11,37,35,D,F,Midlands,Midlands,Gold,10000,5,1,1
4159292,10,62,44,E,U,South East,London,Platinum,21552.66,21,0,0
4159632,11,60,7,B,,South East,London,Gold,6053.34,4,0,0
4159713,11,37,10,B,M,North,N West,Tin,0.01,5,1,1
4161807,9,48,28,D,F,Midlands,East,Platinum,20485.84,3,0,0
4166485,15,72,13,B,F,North,N West,Silver,3026.67,7,0,0
4167236,,54,,,M,Midlands,Ulster,Silver,2000,1,0,0
4168488,5,64,53,F,,North,Yorkshire,Gold,6000,4,0,0
4168844,8,44,12,B,M,South East,S & S East,Gold,6053.35,5,0,0
4169255,14,48,41,E,F,Midlands,Wales & West,Silver,1000,4,1,1
4170210,7,54,27,D,F,South East,London,Tin,0.01,5,0,0
4170482,10,71,51,F,F,Midlands,East,Silver,1000,0,1,1
4172019,10,,8,B,M,South East,London,Silver,3000,3,1,2
4173953,7,51,52,F,F,Midlands,Midlands,Silver,2000,20,0,0
4174275,12,40,8,B,F,Midlands,Midlands,Silver,3000,1,1,1
4178122,16,40,49,F,F,Midlands,Wales & West,Silver,50.01,8,0,0
4180453,8,57,49,F,,Midlands,East,Gold,6000,1,0,0
4180747,,76,52,F,,North,Yorkshire,Gold,6000,1,0,0
4182391,16,40,8,B,F,South East,S & S East,Silver,500.01,9,1,1
4185773,10,76,37,E,F,Midlands,Wales & West,Silver,1200,4,1,1
4187601,10,51,34,D,F,North,N West,Tin,0.01,5,1,1
4187776,13,74,14,B,,Midlands,East,Gold,10000,12,0,0
4188462,16,63,8,B,M,South East,London,Silver,4700,11,0,0
4189841,,,47,F,U,North,N East,Tin,0.01,5,0,0
4190335,8,61,,,,Midlands,Ulster,Tin,0.01,4,0,0
4192354,6,53,41,E,,North,N East,Tin,0.01,8,0,0
4192877,8,66,37,E,M,Midlands,Midlands,Tin,0.01,8,0,0
4193717,6,46,47,F,F,North,Yorkshire,Tin,0.01,5,0,0
4195841,6,35,27,D,M,South East,London,Tin,0.01,8,0,0
4197720,6,69,33,D,M,Midlands,Midlands,Gold,10000,5,0,0
4199219,7,51,31,D,F,South East,London,Gold,17217.78,4,0,0
4200411,7,69,13,B,M,North,N East,Gold,6000,3,0,0
4200810,7,34,10,B,M,South East,London,Tin,0.01,5,0,0
4204433,9,35,53,F,F,North,N West,Tin,0.01,5,0,0
4205111,4,40,54,F,M,North,Yorkshire,Silver,1500,4,0,0
4205286,13,41,27,D,M,North,Yorkshire,Tin,0.01,5,0,0
4207432,9,76,35,D,F,Midlands,East,Tin,0.01,17,0,0
4207858,4,47,34,D,F,South East,S & S East,Tin,0.01,9,0,0
4208161,9,65,2,A,M,North,N East,Gold,20000,4,0,0
4208803,6,,39,E,F,Scottish,C Scotland,Gold,5897.24,4,0,0
4209206,5,60,22,C,F,South East,London,Gold,6053.35,7,1,1
4209990,23,47,51,F,F,South East,London,Tin,0.01,8,1,2
4211103,8,30,38,E,F,South East,London,Tin,0.01,5,0,0
4211928,13,73,11,B,F,Midlands,Midlands,Silver,100,7,1,1
4212258,15,,52,F,M,Midlands,East,Tin,0.01,5,1,2
4212584,8,54,19,C,,South East,S & S East,Tin,0.01,8,0,0
4212703,14,32,17,C,F,Midlands,Midlands,Tin,0.01,5,1,1
4222288,6,,31,D,,South East,London,Gold,5495.61,5,0,0
4225953,,56,19,C,F,Midlands,Midlands,Platinum,30000,4,0,0
4229479,7,53,33,D,M,South East,S & S East,Gold,12106.7,6,0,0
4237242,8,56,10,B,F,South East,London,Gold,10000,1,1,1
4238818,8,46,1,A,F,South East,London,Gold,12140.78,7,0,0
4239520,15,55,28,D,F,South East,London,Silver,1230,5,0,0
4240715,8,53,14,B,F,South East,London,Silver,3000,26,0,0
4243544,9,70,16,C,F,Midlands,Midlands,Gold,6105.32,9,0,0
4243943,4,65,12,B,F,South East,London,Silver,2000,5,1,1
4244508,13,77,52,F,M,South East,S & S East,Silver,500,8,1,1
4252780,13,51,15,B,F,Midlands,Wales & West,Gold,6000,2,0,0
4253752,9,46,53,F,F,North,N West,Tin,0.01,5,0,0
4257898,7,36,17,C,,North,N West,Silver,500,7,0,0
4261410,11,48,23,C,M,South East,S & S East,Tin,0.01,5,0,0
