"","Area","Perimeter","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent","Class"
"652",137759,1567.168,512.4143739,345.7807715,0.74486154,139956,0.786735316,"BOMBAY"
"653",31362,681.015,235.586422,165.228181,0.703063006,31347,0.70660636,"DERMASON"
"654",37435,609.098,270.2371573,186.5431174,0.563355117,38801,0.784606588,"SEKER"
"655",23665,507.023,228.3734809,135.2749074,0.753330342,11037,0.705344028,"DERMASON"
"656",63036,926.894,382.1152789,201.2307118,0.904130334,63100,0.758028231,"HOROZ"
"657",43169,922.779,303.5244629,201.9861989,0.71705192,43257,0.696842607,"SIRA"
"658",51182,1010.399,339.8622872,234.6752124,0.799421124,53545,0.650138167,"SIRA"
"659",31666,923.521,221.8076894,157.1839709,0.544568465,32029,0.770528185,"SEKER"
"660",72323,1033.982,427.8615779,252.5384234,0.790721605,72533,0.737068714,"CALI"
"661",47113,694.948,301.2659697,200.2963028,0.729911415,30221,0.808917387,"SIRA"
"662",39734,605.649,277.671699,186.0459438,0.485178114,41952,0.776987406,"SEKER"
"663",88073,1133.678,425.0204881,233.1255493,0.853097773,86505,0.800314223,"CALI"
"664",53351,851.746,310.0317704,218.7271774,0.68305771,50079,0.782167535,"SEKER"
"665",59335,789.799,357.1382498,208.64084,0.809904575,44032,0.737736257,"SIRA"
"666",32927,539.471,228.2363788,158.9901612,0.521570783,36438,0.800416662,"SEKER"
"667",83138,1099.638,456.1851796,219.5513519,0.842037746,71570,0.701440371,"CALI"
"668",75963,898.381,447.761319,210.2360016,0.795276249,79300,0.771367159,"CALI"
"669",78753,1261.502,457.310358,244.541015,0.811340232,77657,0.737829343,"CALI"
"670",47423,820.775,321.7097674,179.7022309,0.789894684,50686,0.70321267,"SIRA"
"671",154598,1416.522,506.2726054,363.8679922,0.708522984,155216,0.787547985,"BOMBAY"
"672",44414,939.998,274.785343,178.4677681,0.69465542,45694,0.79926,"SIRA"
"673",41253,777.188,244.5748673,186.4114337,0.68772616,40914,0.785112182,"DERMASON"
"674",49597,953.466,276.4455502,224.1085828,0.784626852,46941,0.768954729,"SIRA"
"675",39216,915.428,285.547131,203.9877394,0.711473464,37846,0.719904552,"DERMASON"
"676",54812,1215.693,351.376405,191.0888523,0.802778481,56303,0.801699915,"HOROZ"
"677",40337,541.006,248.0308822,190.9802906,0.587296824,39501,0.757389362,"SEKER"
"678",73522,950.549,400.7832302,213.8976883,0.75745233,75261,0.819188336,"CALI"
"679",48650,899.594,388.4738252,189.7023494,0.883140901,64751,0.591400827,"HOROZ"
"680",64379,999.416,408.9811035,194.2156528,0.899333919,64532,0.746875844,"HOROZ"
"681",26312,747.48,205.6870901,148.4843607,0.823729502,24132,0.697436857,"DERMASON"
"682",127814,1600.895,490.9011586,322.2638868,0.697674689,113910,0.769739125,"BOMBAY"
"683",29387,628.811,267.4614698,158.0868622,0.788180486,29815,0.792337915,"DERMASON"
"684",35095,829.215,251.6084326,176.3241347,0.809623833,37002,0.698117141,"DERMASON"
"685",35497,633.461,273.1562596,193.5258586,0.771749557,49711,0.786433545,"DERMASON"
"686",87702,1286.938,474.3300332,248.49104,0.785341005,89721,0.726057598,"CALI"
"687",46789,825.15,283.9994888,183.9261621,0.625862367,45600,0.753788022,"SEKER"
"688",165501,1455.775,589.91247,360.1360749,0.836315078,169980,0.706414848,"BOMBAY"
"689",81465,1370.899,446.1517264,260.1603612,0.793724152,84621,0.764040062,"CALI"
"690",35626,666.709,263.8337909,145.7059673,0.734422131,35994,0.808708106,"SIRA"
"691",30458,917.238,228.4848062,135.4398655,0.723314002,30013,0.730317728,"DERMASON"
"692",78079,1027.893,423.523131,228.1142324,0.773395026,79261,0.7957632,"CALI"
"693",203832,1924.205,598.0453514,449.4470529,0.698785214,205078,0.717564319,"BOMBAY"
"694",80250,1398.904,435.8479099,251.45813,0.86529184,84861,0.779717887,"CALI"
"695",38922,886.59,307.425663,193.4122322,0.82906366,25661,0.756488292,"SIRA"
"696",170110,1670.748,582.6705698,380.8778891,0.732277089,171471,0.791193246,"BOMBAY"
"697",31573,861.701,238.7461315,181.120225,0.74525024,32138,0.789072931,"DERMASON"
"698",76147,1368.498,462.2655897,231.5781882,0.882587255,80091,0.813996449,"CALI"
"699",62780,871.701,408.6807854,197.1625473,0.86093705,62694,0.697085578,"HOROZ"
"700",61265,1187.262,382.9870583,220.7572753,0.852649473,47045,0.768913791,"HOROZ"
"701",79152,925.913,395.9472353,220.1505636,0.813235898,79952,0.688901723,"CALI"
"702",38154,601.242,262.5147069,204.4794441,0.648563094,37993,0.752315509,"SEKER"
"703",170674,1872.913,620.373854,387.1130615,0.807568361,173695,0.780948077,"BOMBAY"
"704",46258,669.9,302.7332417,212.3334293,0.736058707,47499,0.723870652,"SIRA"
"705",28717,641.453,240.050375,116.2604841,0.750320506,27437,0.778699084,"DERMASON"
"706",46515,1014.761,273.1338641,185.8148062,0.792161737,47644,0.686875002,"SIRA"
"707",69897,907.125,414.6133213,224.0765951,0.854142445,69826,0.792615972,"CALI"
"708",31266,692,230.439482,171.6838808,0.630545707,30745,0.805521094,"DERMASON"
"709",53466,1171.528,397.3206726,178.2602137,0.902663277,40492,0.63575714,"HOROZ"
"710",36988,704.903,230.2998245,190.9903765,0.55446691,34016,0.759054831,"SEKER"
"711",47193,733.42,339.5728266,141.9416527,0.878893927,62709,0.787880455,"HOROZ"
"712",47489,969.781,302.1459256,221.9791894,0.579236087,45203,0.766072093,"SEKER"
"713",186857,1909.459,633.4200737,373.0071226,0.831361326,188858,0.759672794,"BOMBAY"
"714",33891,983.795,282.7738488,145.4312387,0.694741518,35579,0.701035908,"DERMASON"
"715",43947,796.125,272.7080432,213.3122386,0.729207045,43592,0.784250207,"SIRA"
"716",179811,1421.767,566.3109788,409.764011,0.743274222,181511,0.772110338,"BOMBAY"
"717",38900,603.871,273.6774562,217.2438592,0.693131095,40183,0.771291557,"DERMASON"
"718",35239,702.575,241.8571565,198.8836466,0.74631504,35145,0.804326798,"DERMASON"
"719",226172,1907.177,655.7972874,415.5648406,0.826097776,226698,0.763552031,"BOMBAY"
"720",78331,892.425,415.8117141,226.4647981,0.814850718,93327,0.818232608,"CALI"
"721",74015,1129.711,394.3903815,217.8485089,0.78232197,61502,0.756104743,"CALI"
"722",47739,794.422,385.4345935,151.7166953,0.908399917,49271,0.614545494,"HOROZ"
"723",56909,1112.523,353.7668803,203.8878628,0.857302709,53876,0.783058623,"HOROZ"
"724",68143,822.325,370.0378317,200.3500707,0.842431855,67791,0.755247235,"CALI"
"725",53115,707.992,334.1211713,194.4905352,0.744121858,54252,0.808200583,"SIRA"
"726",47858,946.926,330.4250914,201.4729731,0.797057586,47652,0.685934201,"SIRA"
"727",35807,968.36,231.8865653,203.9223669,0.568084266,33742,0.767437299,"SEKER"
"728",162034,1408.288,558.6323992,339.4638488,0.808835792,169233,0.784486286,"BOMBAY"
"729",28927,652.192,224.3887814,156.0722421,0.712763043,15921,0.741017489,"DERMASON"
"730",183279,1782.081,634.7008917,360.0896319,0.813688018,185577,0.744352304,"BOMBAY"
"731",29321,796.257,235.375544,132.6326063,0.768024566,27891,0.762575153,"DERMASON"
"732",65546,1172.47,392.2155427,212.2640843,0.833533697,64773,0.811083746,"CALI"
"733",203752,1965.103,656.4857003,375.24471,0.763316695,208002,0.803555885,"BOMBAY"
"734",166134,1806.255,575.0382845,398.1241381,0.765717967,170639,0.7640641,"BOMBAY"
"735",84938,1252.402,476.1146532,250.8562479,0.83926508,87685,0.659819794,"CALI"
"736",224282,1821.258,725.1029683,425.6416714,0.815272655,211206,0.83410954,"BOMBAY"
"737",39155,748.296,263.6438899,220.8165182,0.615506761,34878,0.777181462,"SEKER"
"738",45806,691.076,293.7947318,202.8574962,0.747332423,45378,0.782471859,"SEKER"
"739",72292,920.343,386.9343064,202.2121532,0.802354941,76018,0.782727998,"CALI"
"740",55943,795.265,402.1715876,151.5826232,0.878195641,55391,0.600222941,"HOROZ"
"741",72325,992.794,395.0230304,231.7856614,0.850265513,86874,0.66005136,"CALI"
"742",87580,1128.06,463.9213336,251.1028618,0.832512731,88550,0.719457076,"CALI"
"743",166677,1851.889,564.3095143,336.5817718,0.772216148,153896,0.85024285,"BOMBAY"
"744",44154,1020.655,310.5651747,193.2079367,0.708442985,44695,0.768737052,"SIRA"
"745",155259,1702.925,537.2850062,368.6657715,0.727323583,158737,0.785533976,"BOMBAY"
"746",154127,1656.973,529.853888,384.5240941,0.697067592,155411,0.810532835,"BOMBAY"
"747",67203,1280.681,405.2566988,208.9797197,0.793508712,66763,0.722841559,"CALI"
"748",38213,680.626,252.5817987,219.3707006,0.583711588,37719,0.770559376,"SEKER"
"749",203112,1762.017,655.223287,408.7400401,0.76059661,204834,0.696385204,"BOMBAY"
"750",39380,1046.386,264.5152583,193.569395,0.765907992,39027,0.78833132,"SIRA"
"751",43633,968.26,300.4199612,202.4034113,0.702627793,45095,0.819534918,"SIRA"
"752",68244,1251.948,398.0536611,213.4537437,0.799801045,58716,0.814556896,"CALI"
"753",45468,664.575,270.4122164,191.3090244,0.734971293,45885,0.800831308,"SIRA"
"754",149693,1713.231,515.0971258,355.088921,0.778325195,152499,0.815683991,"BOMBAY"
"755",166253,1545.369,585.8422854,342.4428001,0.803026784,172974,0.653459348,"BOMBAY"
"756",87614,1176.215,416.5092652,238.4597459,0.789698173,89941,0.71247829,"CALI"
"757",190108,1837.34,608.2513524,417.2911925,0.77386344,193506,0.795124471,"BOMBAY"
"758",31278,779.203,243.0763399,134.2025031,0.77177084,31230,0.810240733,"DERMASON"
"759",29919,462.917,225.684225,132.6024834,0.821163282,30442,0.808245053,"DERMASON"
"760",211100,1663.261,709.4995711,378.638175,0.761848639,213282,0.807637091,"BOMBAY"
"761",45398,788.853,340.3430926,185.4888187,0.805318221,46475,0.781378483,"SIRA"
"762",43804,763.119,259.7269117,230.5204531,0.568848364,47488,0.778314831,"SEKER"
"763",169228,1666.363,569.496047,385.3869734,0.722283582,171275,0.806729258,"BOMBAY"
"764",34449,721.296,202.4456727,189.4608843,0.495164684,35792,0.790678546,"SEKER"
"765",141231,1456.212,489.5416485,375.026332,0.714757389,141841,0.77400404,"BOMBAY"
"766",45480,711.761,268.7082214,208.7858925,0.786611849,45288,0.720033627,"SIRA"
"767",35893,612.658,268.7215095,180.0132274,0.71345173,36300,0.727041576,"DERMASON"
"768",58365,1162.411,389.0119657,238.7190569,0.792978008,59746,0.811464402,"CALI"
"769",80384,1240.793,414.0986682,270.017718,0.747760092,80316,0.78619639,"CALI"
"770",76135,934.3,412.2324626,261.9101494,0.871981641,77566,0.770003326,"CALI"
"771",47272,642.068,312.798748,211.0944437,0.73726924,47535,0.769633576,"SIRA"
"772",32883,522.17,258.0158252,156.995338,0.693138913,48271,0.71396169,"DERMASON"
"773",198685,1638.39,619.5721262,401.6439586,0.778111472,202503,0.770498382,"BOMBAY"
"774",44535,859.779,283.5330375,185.3191176,0.818298356,43631,0.781389796,"SIRA"
"775",76108,1071.646,411.9849972,215.4496704,0.774342202,75977,0.784880077,"CALI"
"776",50907,999.522,292.8259635,202.1117291,0.744123382,48991,0.806758265,"SIRA"
"777",39749,710.9,244.4812779,204.2019149,0.565883321,39500,0.748165738,"SEKER"
"778",157190,1700.435,610.0240496,362.1077397,0.797879475,160969,0.797733038,"BOMBAY"
"779",64860,1267.936,383.7128053,249.0426228,0.766641298,67815,0.769058104,"CALI"
"780",46129,695.429,308.0397554,169.8874658,0.808515789,45992,0.806224425,"SIRA"
"781",24056,384.169,254.2696009,135.6314935,0.804668111,23436,0.793464194,"DERMASON"
"782",33875,554.399,248.9471106,194.2307008,0.792327365,33398,0.708698337,"DERMASON"
"783",44209,868.2,265.7940309,236.725496,0.551900803,42790,0.773895708,"SEKER"
"784",34725,969.686,283.842945,184.4844084,0.78296418,35975,0.789810403,"DERMASON"
"785",35933,661.386,250.2990955,165.5483118,0.79344267,37153,0.801523286,"SIRA"
"786",172411,1773.469,626.6612463,368.3858724,0.812069104,175170,0.825308831,"BOMBAY"
"787",62338,949.036,399.6707466,211.279431,0.840951889,63573,0.57895832,"HOROZ"
"788",45860,1027.405,307.5616322,176.5323685,0.743244912,44851,0.818309931,"SEKER"
"789",36169,737.429,254.5042111,211.652429,0.674767177,36515,0.785192009,"DERMASON"
"790",51836,739.292,343.2011311,179.4888326,0.838608039,37694,0.70822232,"SIRA"
"791",86144,1282.81,495.6999769,213.8189361,0.867736491,91072,0.684616138,"CALI"
"792",57048,834.53,387.8240934,187.5126542,0.859234495,57612,0.815575483,"HOROZ"
"793",26879,592.394,216.5511276,164.9754823,0.76995144,24358,0.715640376,"DERMASON"
"794",154679,1691.392,541.2976852,374.4370242,0.72776683,155283,0.822679618,"BOMBAY"
"795",43877,776.509,298.7666124,191.446294,0.689710476,46095,0.768513849,"SIRA"
"796",83420,1075.209,457.0807271,223.2136874,0.769843035,85854,0.796278145,"CALI"
"797",40614,760.355,261.9260193,187.8201201,0.671839359,38418,0.790750279,"SIRA"
"798",72119,849.629,417.0194681,209.979659,0.754970586,75753,0.806060996,"CALI"
"799",168338,1721.733,591.0347034,333.8505222,0.775555778,171380,0.82685638,"BOMBAY"
"800",169450,1813.396,606.6269307,366.0812407,0.790765549,177613,0.79586187,"BOMBAY"
"801",45307,864.167,363.2027821,177.6380098,0.827047941,43565,0.825995874,"HOROZ"
"802",51457,858.156,293.8194236,206.0000596,0.741634621,52574,0.806496446,"SIRA"
"803",34279,739.284,207.1883361,203.0481293,0.543052732,50252,0.80545528,"SEKER"
"804",44107,767.282,316.5965296,162.415851,0.92154229,42327,0.637077411,"HOROZ"
"805",203557,1780.683,698.5269864,375.1618899,0.816001826,206006,0.794556966,"BOMBAY"
"806",46027,908.863,260.9219277,235.2067554,0.611083255,45666,0.78675102,"SEKER"
"807",79146,1291.425,408.0149703,257.0872847,0.76981939,85329,0.779013084,"CALI"
"808",43624,808.481,305.6624441,193.2941685,0.865615347,48027,0.66758069,"HOROZ"
"809",73314,1022.49,413.4130206,226.4420364,0.860855556,78293,0.712633551,"CALI"
"810",55257,861.063,415.8173292,167.0668811,0.916221684,54606,0.793218595,"HOROZ"
"811",164154,1624.93,602.445566,356.8107467,0.813564126,167158,0.740592215,"BOMBAY"
"812",41589,864.577,242.6614468,213.4908989,0.594024554,41470,0.795038289,"SEKER"
"813",152625,1720.391,518.7286601,352.2642618,0.785578228,154184,0.727030364,"BOMBAY"
"814",76168,922.527,391.1756924,237.4440831,0.772625784,91007,0.776085094,"CALI"
"815",30553,827.487,209.5000518,156.0999161,0.758811919,26007,0.818280972,"DERMASON"
"816",41633,1003.857,260.5584935,209.5879103,0.738935013,38566,0.771228716,"SIRA"
"817",60418,882.069,380.0414811,198.1003571,0.829132621,76324,0.653887553,"HOROZ"
"818",157272,1398.809,562.3003257,384.2884274,0.740909056,178364,0.814346208,"BOMBAY"
"819",181351,1619.221,623.4499159,362.8636596,0.767338021,184786,0.767106708,"BOMBAY"
"820",32541,850.971,269.1846084,192.6272585,0.737862655,33058,0.805641534,"DERMASON"
"821",45429,735.825,283.1622877,207.2676392,0.761567854,44810,0.79004895,"SIRA"
"822",42114,807.835,299.5985055,183.9193816,0.809637123,47357,0.644727346,"HOROZ"
"823",91492,1073.351,441.1998348,263.2954651,0.772813143,92140,0.718647214,"CALI"
"824",39125,785.875,272.6636116,184.8941492,0.549842401,34638,0.802026258,"SEKER"
"825",40603,964.481,353.4201485,139.3923238,0.876323942,38618,0.636010913,"HOROZ"
"826",85098,1209.496,459.4577941,213.789888,0.810801587,85784,0.719229562,"CALI"
"827",40308,607.676,268.4016812,184.6270859,0.658428558,42465,0.785474864,"SEKER"
"828",71428,1143.16,396.5535466,211.0205691,0.813037315,76400,0.798138142,"CALI"
"829",172185,1549.507,570.3841553,364.134563,0.685572202,160925,0.766122666,"BOMBAY"
"830",35283,826.693,259.3687832,165.8222563,0.612592603,51179,0.773520171,"SEKER"
"831",35325,520.233,258.8059108,191.8948172,0.715536069,34653,0.815613034,"DERMASON"
"832",49145,1009.768,315.0335886,158.7504033,0.811025865,49439,0.701041335,"HOROZ"
"833",67628,1107.266,379.7459507,236.7808899,0.811042628,84977,0.728113984,"CALI"
"834",58647,1077.14,412.9912695,182.8702778,0.922041629,63194,0.838990224,"HOROZ"
"835",54680,714.129,380.7180383,220.2793946,0.848132928,56681,0.750218268,"CALI"
"836",154875,1558.899,590.3428416,314.2424651,0.767740361,156460,0.802968083,"BOMBAY"
"837",58006,1016.415,383.0112324,191.5035959,0.80940318,55640,0.632554681,"HOROZ"
"838",142652,1508.551,494.0284866,347.2476776,0.693675474,144607,0.791722565,"BOMBAY"
"839",39579,598.791,229.7180765,165.1428373,0.566234503,36805,0.758153889,"SEKER"
"840",50313,1027.3,305.7684275,205.4447751,0.766789385,49286,0.69977675,"HOROZ"
"841",217931,1908.411,693.6136088,385.4844458,0.858374269,220241,0.667250391,"BOMBAY"
"842",70107,1048.403,422.9271106,216.8931581,0.885890146,73616,0.795113695,"CALI"
"843",25427,707.199,214.0495588,153.8136903,0.70233925,23359,0.781464693,"DERMASON"
"844",39126,1005.764,264.5198745,212.1666899,0.759383529,26714,0.719664852,"SIRA"
"845",37096,824.488,292.1070151,154.0439929,0.770163217,37013,0.724705013,"DERMASON"
"846",50761,1113.573,357.6203223,192.9446503,0.919245748,50805,0.620713983,"HOROZ"
"847",73192,939.421,385.5731017,223.2393717,0.830992291,70656,0.808282722,"CALI"
"848",171230,1649.69,592.3258915,405.649675,0.777834133,173340,0.775862489,"BOMBAY"
"849",64449,1079.09,413.0803603,194.4641457,0.855226642,65091,0.673581907,"HOROZ"
"850",32436,657.616,251.4040126,153.0324846,0.663520922,49217,0.816032528,"DERMASON"
"851",29413,669.509,225.4361584,164.2928161,0.780570447,44914,0.719138092,"DERMASON"
"852",64617,1249.455,362.2970061,239.7080532,0.701230621,65993,0.798200394,"CALI"
"853",82745,1060.729,440.6226231,268.65613,0.782751837,85437,0.797761576,"CALI"
"854",35939,603.414,202.1315333,212.7349632,0.534483466,20420,0.774251518,"SEKER"
"855",46001,957.945,246.2174767,230.4494737,0.557738806,44513,0.784116694,"SEKER"
"856",33259,755.193,262.6386132,173.0876616,0.761391484,50524,0.704362737,"DERMASON"
"857",58083,1028.457,392.6210606,231.2878404,0.847886884,60982,0.758450939,"HOROZ"
"858",86924,1117.851,456.3906172,236.5517913,0.862704771,87026,0.752984041,"CALI"
"859",52899,883.974,371.7903482,185.5453317,0.856176644,52616,0.614504428,"HOROZ"
"860",37677,760.387,289.1550304,219.730785,0.658922103,41510,0.768515572,"SEKER"
"861",79705,1351.396,433.2471073,260.5369762,0.864670757,99605,0.730823658,"CALI"
"862",29948,733.34,232.2394968,167.7971098,0.713550001,34900,0.734950707,"DERMASON"
"863",73126,1155.585,376.4121094,257.3949073,0.834794291,75462,0.750550121,"CALI"
"864",41869,869.031,306.5246576,192.9342718,0.733323091,42135,0.787626844,"SIRA"
"865",29075,942.853,237.9902538,188.840123,0.703054807,32215,0.773528434,"DERMASON"
"866",45816,654.541,324.4382504,198.5742481,0.820613957,45175,0.646099508,"SIRA"
"867",99802,1433.391,459.907137,281.3928995,0.804184911,102173,0.75325079,"CALI"
"868",41963,585.399,277.2828351,179.5221547,0.626295089,27437,0.762819492,"SEKER"
"869",158486,1450.67,595.1741656,379.4979649,0.748419601,147215,0.729971092,"BOMBAY"
"870",169045,1571.688,535.8814288,399.7447678,0.685822531,172110,0.776239163,"BOMBAY"
"871",36914,620.325,270.2259435,173.6545864,0.72462875,19751,0.796801574,"DERMASON"
"872",37558,836.922,258.1198999,179.7809974,0.835438138,22119,0.676865371,"DERMASON"
"873",216130,1674.726,664.1232743,440.7900359,0.728332532,214609,0.726717378,"BOMBAY"
"874",165216,1790.22,584.2701377,395.4944894,0.749574497,166790,0.827429026,"BOMBAY"
"875",40829,844.84,280.8983424,187.977306,0.713452327,42313,0.706521948,"SIRA"
"876",40710,840.268,321.8246028,179.7735261,0.835821605,41813,0.680643975,"SIRA"
"877",63115,1178.891,386.7432047,183.8106398,0.872327325,78043,0.735732325,"HOROZ"
"878",45697,1020.625,383.0235499,165.5098044,0.88656687,45850,0.746892035,"HOROZ"
"879",52072,965.205,373.7601328,158.5636077,0.902143563,54969,0.744880976,"HOROZ"
"880",81340,994.282,394.4265002,249.616714,0.794889817,77968,0.674940023,"CALI"
"881",88700,1060.537,439.8613908,262.4721289,0.86120048,90991,0.739201598,"CALI"
"882",67770,1187.903,359.6255476,234.6257018,0.810471031,68305,0.766065446,"CALI"
"883",28779,743.125,238.9531722,154.7329846,0.656428717,44064,0.733381155,"DERMASON"
"884",53147,816.306,365.422153,198.9693156,0.820206021,68478,0.672400593,"HOROZ"
"885",57410,1054.096,418.4756088,159.5776667,0.846784675,59196,0.606968632,"HOROZ"
"886",41559,895.462,233.1695641,223.5458013,0.611346877,26260,0.762727637,"SEKER"
"887",188996,1916.091,678.2356128,389.1043442,0.828679664,195563,0.731136632,"BOMBAY"
"888",30332,556.358,227.5143968,186.0458555,0.665858995,28385,0.786259292,"DERMASON"
"889",48636,822.923,340.2420067,168.7829665,0.904725709,52441,0.616448727,"HOROZ"
"890",48708,946.379,274.6662863,193.8994002,0.646769874,47154,0.786352262,"SEKER"
"891",74459,1159.109,401.9430943,203.6462802,0.77462146,76909,0.787386055,"CALI"
"892",69860,1185.646,394.087096,194.1923503,0.822347676,69868,0.791908136,"HOROZ"
"893",61222,1024.722,404.5284981,199.7965858,0.829364489,60389,0.768655207,"HOROZ"
"894",159619,1732.732,568.6491394,388.4607627,0.683953059,162694,0.776642841,"BOMBAY"
"895",168127,1457.42,568.7416103,371.8981869,0.701050092,169731,0.768138037,"BOMBAY"
"896",27891,598.688,235.4057911,164.3686762,0.7071299,28156,0.766466951,"DERMASON"
"897",34986,581.383,271.4138866,187.3284484,0.693058822,37359,0.780346026,"SIRA"
"898",38923,739.064,266.2311235,166.4883825,0.711009109,38788,0.794386601,"SIRA"
"899",48491,921.074,356.8978463,158.8818098,0.810815927,50647,0.727404786,"HOROZ"
"900",54353,1033.6,348.4415601,230.0116681,0.746242267,55119,0.787084597,"SEKER"
"901",162828,1450.013,551.0762988,363.8367767,0.697087537,181997,0.788304077,"BOMBAY"
"902",75167,941.155,418.3327223,255.7579284,0.83059836,80386,0.718288918,"CALI"
"903",41901,764.129,289.1544312,174.1293643,0.647004421,42317,0.750949831,"SEKER"
"904",59285,966.697,376.1017877,190.7388365,0.839976142,60898,0.813539065,"HOROZ"
"905",61969,1188.659,394.6919065,208.8093118,0.917051624,76945,0.735132814,"HOROZ"
"906",43079,959.362,221.2484894,206.0882965,0.539983615,27781,0.780844693,"SEKER"
"907",20645,814.125,206.4818694,163.4132105,0.78713384,23301,0.754277666,"DERMASON"
"908",40845,1038.888,293.9405248,212.704576,0.752260752,37974,0.804857826,"SIRA"
"909",41302,622.821,292.6313918,204.6658779,0.789150346,40835,0.789815984,"SIRA"
"910",56016,1197.092,404.6403056,192.2010804,0.857136513,56683,0.725866754,"HOROZ"
"911",37175,561.232,205.6358316,218.2983403,0.559594842,36907,0.793008897,"SEKER"
"912",32312,539.075,269.590155,196.6861386,0.59374567,36746,0.781986362,"SEKER"
"913",58424,1028.34,392.4722911,182.5569476,0.803683673,63723,0.751010656,"CALI"
"914",70997,994.381,421.5226958,208.825141,0.884274664,69795,0.833974963,"HOROZ"
"915",62574,1022.303,365.7092397,216.6558806,0.852434838,64772,0.773127564,"HOROZ"
"916",25999,547.85,239.3370963,141.7661366,0.81287863,25127,0.820589997,"DERMASON"
"917",90931,1269.657,442.6580781,260.3532038,0.856988917,107947,0.790786295,"CALI"
"918",75330,1164.379,396.1593359,212.1097311,0.841413871,78676,0.659014925,"CALI"
"919",54052,754.681,386.6205891,180.617716,0.86616604,53339,0.631694197,"HOROZ"
"920",39316,818.016,286.133801,168.3031315,0.653334116,40040,0.772258723,"SEKER"
"921",50342,1056.577,326.979554,227.5392344,0.790534452,51144,0.789012532,"SIRA"
"922",35227,670.372,265.9657765,142.0054313,0.737799045,35470,0.777034506,"DERMASON"
"923",39584,783.512,294.5293357,209.6869501,0.758283756,42399,0.75259442,"DERMASON"
"924",30343,710.339,253.021618,198.400629,0.714605918,32419,0.742032944,"DERMASON"
"925",91765,1487.757,473.6367764,242.4140162,0.865575186,97965,0.710999082,"CALI"
"926",32709,581.533,235.0613126,168.5434562,0.640367148,33150,0.798057468,"SEKER"
"927",82835,1167.671,432.9172841,238.3289011,0.799099486,88356,0.699225991,"CALI"
"928",49905,850.131,283.0812729,186.0650789,0.745826782,46727,0.709662508,"SIRA"
"929",32939,719.518,236.0332498,136.1432625,0.781064541,31982,0.778364885,"DERMASON"
"930",39647,645.508,257.4844052,183.0527372,0.666029282,38645,0.739831678,"SEKER"
"931",32908,943.573,263.9883583,123.945722,0.82864073,31447,0.727906164,"DERMASON"
"932",77561,1054.423,441.1557679,246.0216295,0.88831552,65605,0.65722108,"CALI"
"933",183243,1643.945,621.6064564,408.3250283,0.785884186,187929,0.779933442,"BOMBAY"
"934",65882,1231.796,351.0835768,220.5145115,0.778349259,67382,0.780059777,"CALI"
"935",49900,1053.222,289.5709337,228.3992683,0.682865584,51512,0.676695637,"SIRA"
"936",52518,868.852,379.5723744,188.796903,0.89510397,53160,0.6093769,"HOROZ"
"937",173896,1861.481,596.4604897,357.2153115,0.839714431,175240,0.82634023,"BOMBAY"
"938",41083,560.537,263.3398724,221.6487466,0.56947644,41333,0.80461959,"SEKER"
"939",52959,802.2,312.9704259,174.0494406,0.766422614,52818,0.818321519,"SIRA"
"940",73941,1015.607,385.6831638,243.2709025,0.804671902,73585,0.712210955,"CALI"
"941",25238,607.43,252.3747599,136.3160198,0.737697756,23192,0.791423978,"DERMASON"
"942",37172,812.024,238.706197,185.6392706,0.582223541,39162,0.783392574,"SEKER"
"943",55213,856.641,347.6485392,195.0524629,0.786116822,55423,0.773112488,"HOROZ"
"944",44261,882.309,265.4638374,231.2749576,0.648822538,44907,0.753717145,"SEKER"
"945",184560,1963.726,639.5046398,370.0165477,0.746656255,189905,0.723153063,"BOMBAY"
"946",41850,1104.327,325.7933997,189.1241489,0.872905401,42963,0.610772808,"HOROZ"
"947",33185,745.036,269.7364899,166.5272836,0.714278198,28903,0.6980403,"DERMASON"
"948",62678,1152.59,386.3905076,203.5815647,0.826443919,65537,0.679000563,"CALI"
"949",25897,712.137,188.7594686,127.7564351,0.703943216,25930,0.716057018,"DERMASON"
"950",170439,1449.92,587.0321947,367.5203447,0.75669898,171801,0.771154891,"BOMBAY"
"951",42379,729.396,240.4151584,167.1507855,0.716301861,44292,0.741254904,"SEKER"
"952",40621,922.019,298.7094326,220.7738769,0.706868877,41894,0.744807572,"DERMASON"
"953",70160,1082.619,350.8350491,224.4540466,0.748088451,70029,0.773623063,"CALI"
"954",44828,1034.567,316.9629844,166.8570505,0.812021219,46039,0.68579924,"SIRA"
"955",69628,843.999,382.260455,228.9468121,0.832732605,69165,0.804326446,"CALI"
"956",150690,1527.355,559.5186471,350.3769691,0.811154466,168086,0.714117383,"BOMBAY"
"957",76610,910.486,375.4079388,257.4338981,0.73968585,78643,0.766720548,"CALI"
"958",36107,723.978,254.017911,173.3196044,0.603508829,36418,0.760523076,"SEKER"
"959",31945,814.464,218.4127152,182.6055067,0.701819838,47730,0.774955817,"DERMASON"
"960",51394,1120.927,316.0753013,227.4187829,0.785405732,36853,0.791399818,"SEKER"
"961",41717,698.476,252.0217175,214.0174431,0.720333353,42448,0.712339087,"SIRA"
"962",42867,655.564,331.2120889,170.2033839,0.801106767,42144,0.635546708,"HOROZ"
"963",60268,1126.081,377.9124225,173.9181577,0.877068785,58569,0.68139214,"HOROZ"
